Location,Site Name,Province_code,Description,Base Price,FET,Provincial Taxes,Price Ex GST/HST,GST/HST(%),PST(%),Tot Cust Price,Effective Date
3614,GREAT ST ESSO C,BC,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.559,.1,.1189,.7779,.0389,0,.8168,10/29/20
3614,GREAT ST ESSO C,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3614,GREAT ST ESSO C,BC,DIESEL 2 ULSD (LED),.61,.04,.2523,.9023,.04512,0,.94742,10/29/20
3614,GREAT ST ESSO C,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.61,.04,.1323,.7823,.03912,0,.82142,10/29/20
3614,GREAT ST ESSO C,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.559,.1,.2339,.8929,.04465,0,.93755,10/29/20
3615,CLIFFE AVE ESSO,BC,UNLEADED REGULAR (86 OR 87 OCTANE),.6392,.1,.2339,.9731,.04866,0,1.02176,10/29/20
3615,CLIFFE AVE ESSO,BC,DIESEL 2 ULSD (LED),.5682,.04,.2523,.8605,.04303,0,.90353,10/29/20
3615,CLIFFE AVE ESSO,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.5682,.04,.1323,.7405,.03703,0,.77753,10/29/20
3616,LUMBY ESSO CL  ,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3616,LUMBY ESSO CL  ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.596,.1,.2339,.9299,.0465,0,.9764,10/29/20
3616,LUMBY ESSO CL  ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.623,.04,.1323,.7953,.03977,0,.83507,10/29/20
3616,LUMBY ESSO CL  ,BC,DIESEL 2 ULSD (LED),.623,.04,.2523,.9153,.04577,0,.96107,10/29/20
3616,LUMBY ESSO CL  ,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.706,.1,.1189,.9249,.04625,0,.97115,10/29/20
3617,LAUDER ESSO CL ,BC,DIESEL 2 ULSD (LED),.621,.04,.2523,.9133,.04567,0,.95897,10/29/20
3617,LAUDER ESSO CL ,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.704,.1,.1189,.9229,.04615,0,.96905,10/29/20
3617,LAUDER ESSO CL ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.594,.1,.2339,.9279,.0464,0,.9743,10/29/20
3617,LAUDER ESSO CL ,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3617,LAUDER ESSO CL ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.621,.04,.1323,.7933,.03967,0,.83297,10/29/20
3618,SALMO ESSO CL  ,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3618,SALMO ESSO CL  ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.643,.04,.1323,.8153,.04077,0,.85607,10/29/20
3618,SALMO ESSO CL  ,BC,DIESEL 2 ULSD (LED),.643,.04,.2523,.9353,.04677,0,.98207,10/29/20
3618,SALMO ESSO CL  ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.616,.1,.2339,.9499,.0475,0,.9974,10/29/20
3619,LILLOOET ESSO C,BC,DIESEL 2 ULSD (LED),.625,.04,.2523,.9173,.04587,0,.96317,10/29/20
3619,LILLOOET ESSO C,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.708,.1,.1189,.9269,.04635,0,.97325,10/29/20
3619,LILLOOET ESSO C,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.625,.04,.1323,.7973,.03987,0,.83717,10/29/20
3619,LILLOOET ESSO C,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.598,.1,.2339,.9319,.0466,0,.9785,10/29/20
3619,LILLOOET ESSO C,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3620,MAPLE STREET ES,BC,UNLEADED REGULAR (86 OR 87 OCTANE),.6434,.1,.2339,.9773,.04887,0,1.02617,10/29/20
3620,MAPLE STREET ES,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.5724,.04,.1323,.7447,.03724,0,.78194,10/29/20
3620,MAPLE STREET ES,BC,DIESEL 2 ULSD (LED),.5724,.04,.2523,.8647,.04324,0,.90794,10/29/20
3621,JACKSON ESSO CL,BC,UNLEADED REGULAR (86 OR 87 OCTANE),.6329,.1,.2339,.9668,.04834,0,1.01514,10/29/20
3621,JACKSON ESSO CL,BC,DIESEL 2 ULSD (LED),.5619,.04,.2523,.8542,.04271,0,.89691,10/29/20
3621,JACKSON ESSO CL,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.5619,.04,.1323,.7342,.03671,0,.77091,10/29/20
3622,TANNERY ESSO CL,BC,DIESEL 2 ULSD (LED),.54019,.04,.3773,.95749,.04787,0,1.00536,10/29/20
3622,TANNERY ESSO CL,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.54019,.04,.1323,.71249,.03562,0,.74811,10/29/20
3622,TANNERY ESSO CL,BC,DIESEL EXHAUST FLUID PUMP,.80268,,0,.80268,.04013,.05619,.899,10/29/20
3623,BURTON ESSO CL ,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3623,BURTON ESSO CL ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.598,.1,.2339,.9319,.0466,0,.9785,10/29/20
3623,BURTON ESSO CL ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.625,.04,.1323,.7973,.03987,0,.83717,10/29/20
3623,BURTON ESSO CL ,BC,DIESEL 2 ULSD (LED),.625,.04,.2523,.9173,.04587,0,.96317,10/29/20
3623,BURTON ESSO CL ,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.708,.1,.1189,.9269,.04635,0,.97325,10/29/20
3624,BARRIERE ESSO C,BC,DIESEL 2 ULSD (LED),.616,.04,.2523,.9083,.04542,0,.95372,10/29/20
3624,BARRIERE ESSO C,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.616,.04,.1323,.7883,.03942,0,.82772,10/29/20
3626,CHIEF LOUIS ESS,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3626,CHIEF LOUIS ESS,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.6883,.1,.1189,.9072,.04536,0,.95256,10/29/20
3626,CHIEF LOUIS ESS,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.6053,.04,.1323,.7776,.03888,0,.81648,10/29/20
3626,CHIEF LOUIS ESS,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.5783,.1,.2339,.9122,.04561,0,.95781,10/29/20
3626,CHIEF LOUIS ESS,BC,DIESEL 2 ULSD (LED),.6053,.04,.2523,.8976,.04488,0,.94248,10/29/20
3627,MINTO RD ESSO C,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.613,.1,.2339,.9469,.04735,0,.99425,10/29/20
3627,MINTO RD ESSO C,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3627,MINTO RD ESSO C,BC,DIESEL 2 ULSD (LED),.64,.04,.2523,.9323,.04662,0,.97892,10/29/20
3627,MINTO RD ESSO C,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.723,.1,.1189,.9419,.0471,0,.989,10/29/20
3627,MINTO RD ESSO C,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.64,.04,.1323,.8123,.04062,0,.85292,10/29/20
3628,PORT KELLS ESSO,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.53349,.04,.1323,.70579,.03529,0,.74108,10/29/20
3628,PORT KELLS ESSO,BC,DIESEL 2 ULSD (LED),.53349,.04,.3773,.95079,.04754,0,.99833,10/29/20
3629,HWY 5 ESSO CL  ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.6214,.04,.1323,.7937,.03969,0,.83339,10/29/20
3629,HWY 5 ESSO CL  ,BC,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.5944,.1,.1189,.8133,.04067,0,.85397,10/29/20
3629,HWY 5 ESSO CL  ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.5944,.1,.2339,.9283,.04642,0,.97472,10/29/20
3629,HWY 5 ESSO CL  ,BC,DIESEL 2 ULSD (LED),.6214,.04,.2523,.9137,.04569,0,.95939,10/29/20
3629,HWY 5 ESSO CL  ,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3630,DARCY ESSO CL  ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.5704,.04,.1323,.7427,.03714,0,.77984,10/29/20
3630,DARCY ESSO CL  ,BC,UNLEADED REGULAR (86 OR 87 OCTANE),.5122,.1,.2339,.8461,.04231,0,.88841,10/29/20
3630,DARCY ESSO CL  ,BC,DIESEL 2 ULSD (LED),.5704,.04,.2523,.8627,.04314,0,.90584,10/29/20
3630,DARCY ESSO CL  ,BC,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.5122,.1,.1189,.7311,.03656,0,.76766,10/29/20
3631,HENRY ENG ESSO ,BC,UNLEADED REGULAR (86 OR 87 OCTANE),.6344,.1,.2339,.9683,.04842,0,1.01672,10/29/20
3631,HENRY ENG ESSO ,BC,DIESEL 2 ULSD (LED),.5634,.04,.2523,.8557,.04279,0,.89849,10/29/20
3631,HENRY ENG ESSO ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.5634,.04,.1323,.7357,.03679,0,.77249,10/29/20
3632,55 AVE ESSO CL ,BC,DIESEL 2 ULSD (LED),.54129,.04,.3773,.95859,.04793,0,1.00652,10/29/20
3632,55 AVE ESSO CL ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.54129,.04,.1323,.71359,.03568,0,.74927,10/29/20
3632,55 AVE ESSO CL ,BC,DIESEL EXHAUST FLUID PUMP,.80268,,0,.80268,.04013,.05619,.899,10/29/20
3632,55 AVE ESSO CL ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.61229,.1,.3589,1.07119,.05356,0,1.12475,10/29/20
3633,ARMSTRONG ESSO ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.591,.1,.2339,.9249,.04625,0,.97115,10/29/20
3633,ARMSTRONG ESSO ,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.701,.1,.2339,1.0349,.05175,0,1.08665,10/29/20
3633,ARMSTRONG ESSO ,BC,DIESEL 2 ULSD (LED),.618,.04,.2523,.9103,.04552,0,.95582,10/29/20
3633,ARMSTRONG ESSO ,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.701,.1,.1189,.9199,.046,0,.9659,10/29/20
