Location,Site Name,Province_code,Description,Base Price,FET,Provincial Taxes,Price Ex GST/HST,GST/HST(%),PST(%),Tot Cust Price,Effective Date
3672,BOYLE ESSO CL  ,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.5831,.1,.1963,.8794,.04397,0,.92337,10/29/20
3700,PROSVITA PORTAB,AB,DIESEL 2 ULSD (LED),.533,.04,.2105,.7835,.03918,0,.82268,10/29/20
3700,PROSVITA PORTAB,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.533,.04,.1205,.6935,.03468,0,.72818,10/29/20
3700,PROSVITA PORTAB,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
3700,PROSVITA PORTAB,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.4731,.1,.1063,.6794,.03397,0,.71337,10/29/20
3700,PROSVITA PORTAB,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.4731,.1,.1963,.7694,.03847,0,.80787,10/29/20
3980,HINTON HUSKY TC,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.51544,.1,.1963,.81174,.04059,0,.85233,10/29/20
3980,HINTON HUSKY TC,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.58544,.1,.1963,.88174,.04409,0,.92583,10/29/20
3980,HINTON HUSKY TC,AB,DIESEL 2 ULSD (LED),.53558,.04,.2105,.78608,.0393,0,.82538,10/29/20
3980,HINTON HUSKY TC,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.47544,.1,.1963,.77174,.03859,0,.81033,10/29/20
4002,EDSON BP       ,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.513,.1,.1963,.8093,.04047,0,.84977,10/29/20
4002,EDSON BP       ,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.473,.1,.1063,.6793,.03397,0,.71327,10/29/20
4002,EDSON BP       ,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.473,.1,.1963,.7693,.03847,0,.80777,10/29/20
4002,EDSON BP       ,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.53453,.04,.1205,.69503,.03475,0,.72978,10/29/20
4002,EDSON BP       ,AB,DIESEL 2 ULSD (LED),.53453,.04,.2105,.78503,.03925,0,.82428,10/29/20
4002,EDSON BP       ,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.473,.1,.1963,.7693,.03847,0,.80777,10/29/20
4002,EDSON BP       ,AB,UNLEADED MID GRADE (88 OR 89 OCTANE),.513,.1,.1963,.8093,.04047,0,.84977,10/29/20
4002,EDSON BP       ,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.583,.1,.1963,.8793,.04397,0,.92327,10/29/20
4193,EASTLAKE INDUST,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.54613,.04,.1205,.70663,.03533,0,.74196,10/29/20
4193,EASTLAKE INDUST,AB,DIESEL 2 ULSD (LED),.54613,.04,.2105,.79663,.03983,0,.83646,10/29/20
4193,EASTLAKE INDUST,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.48064,.1,.1963,.77694,.03885,0,.81579,10/29/20
4193,EASTLAKE INDUST,AB,UNLEADED MID GRADE (88 OR 89 OCTANE),.52064,.1,.1963,.81694,.04085,0,.85779,10/29/20
4193,EASTLAKE INDUST,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.59064,.1,.1963,.88694,.04435,0,.93129,10/29/20
4193,EASTLAKE INDUST,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
4222,CALGARY WRANGLE,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.482,.1,.1963,.7783,.03892,0,.81722,10/29/20
4222,CALGARY WRANGLE,AB,DIESEL 2 ULSD (LED),.547,.04,.2105,.7975,.03988,0,.83738,10/29/20
4222,CALGARY WRANGLE,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.547,.04,.1205,.7075,.03538,0,.74288,10/29/20
4222,CALGARY WRANGLE,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
4223,CALGARY WRANGLE,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.547,.04,.1205,.7075,.03538,0,.74288,10/29/20
4223,CALGARY WRANGLE,AB,DIESEL 2 ULSD (LED),.547,.04,.2105,.7975,.03988,0,.83738,10/29/20
4303,MERIDIAN HUSKY ,AB,DIESEL 2 ULSD (LED),.547,.04,.2105,.7975,.03988,0,.83738,10/29/20
4303,MERIDIAN HUSKY ,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.547,.04,.1205,.7075,.03538,0,.74288,10/29/20
4303,MERIDIAN HUSKY ,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.48142,.1,.1963,.77772,.03889,0,.81661,10/29/20
4303,MERIDIAN HUSKY ,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.59142,.1,.1963,.88772,.04439,0,.93211,10/29/20
4303,MERIDIAN HUSKY ,AB,UNLEADED MID GRADE (88 OR 89 OCTANE),.52142,.1,.1963,.81772,.04089,0,.85861,10/29/20
4304,CALGARY 52 ST C,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.482,.1,.1963,.7783,.03892,0,.81722,10/29/20
4304,CALGARY 52 ST C,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.592,.1,.1963,.8883,.04442,0,.93272,10/29/20
4304,CALGARY 52 ST C,AB,UNLEADED MID GRADE (88 OR 89 OCTANE),.522,.1,.1963,.8183,.04092,0,.85922,10/29/20
4304,CALGARY 52 ST C,AB,DIESEL 2 ULSD (LED),.547,.04,.2105,.7975,.03988,0,.83738,10/29/20
4304,CALGARY 52 ST C,AB,UNLEADED PREMIUM 90/91 DYED (NON TAX),.592,.1,.1063,.7983,.03992,0,.83822,10/29/20
4304,CALGARY 52 ST C,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.547,.04,.1205,.7075,.03538,0,.74288,10/29/20
4304,CALGARY 52 ST C,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
4304,CALGARY 52 ST C,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.482,.1,.1063,.6883,.03442,0,.72272,10/29/20
4791,LLOYDMINSTER CL,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.5295,.04,.1205,.69,.0345,0,.7245,10/29/20
4791,LLOYDMINSTER CL,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.46951,.1,.1963,.76581,.03829,0,.8041,10/29/20
4791,LLOYDMINSTER CL,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.46951,.1,.1063,.67581,.03379,0,.7096,10/29/20
4791,LLOYDMINSTER CL,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.50951,.1,.1963,.80581,.04029,0,.8461,10/29/20
4791,LLOYDMINSTER CL,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
4791,LLOYDMINSTER CL,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.57951,.1,.1963,.87581,.04379,0,.9196,10/29/20
4791,LLOYDMINSTER CL,AB,DIESEL 2 ULSD (LED),.5295,.04,.2105,.78,.039,0,.819,10/29/20
4791,LLOYDMINSTER CL,AB,UNLEADED PREMIUM 90/91 DYED (NON TAX),.57951,.1,.1063,.78581,.03929,0,.8251,10/29/20
4794,LLOYDMINSTER HU,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.57712,.1,.1963,.87342,.04367,0,.91709,10/29/20
4794,LLOYDMINSTER HU,AB,DIESEL 2 ULSD (LED),.52636,.04,.2105,.77686,.03884,0,.8157,10/29/20
4794,LLOYDMINSTER HU,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.46712,.1,.1963,.76342,.03817,0,.80159,10/29/20
4794,LLOYDMINSTER HU,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
4794,LLOYDMINSTER HU,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.50712,.1,.1963,.80342,.04017,0,.84359,10/29/20
5032,NISKU HUSKY TS ,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.45943,.1,.1963,.75573,.03779,0,.79352,10/29/20
5032,NISKU HUSKY TS ,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.56943,.1,.1963,.86573,.04329,0,.90902,10/29/20
5032,NISKU HUSKY TS ,AB,DIESEL 2 ULSD (LED),.51747,.04,.2105,.76797,.0384,0,.80637,10/29/20
5032,NISKU HUSKY TS ,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.49943,.1,.1963,.79573,.03979,0,.83552,10/29/20
5032,NISKU HUSKY TS ,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
5051,W EDMONTON INDU,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.45836,.1,.1963,.75466,.03773,0,.79239,10/29/20
5051,W EDMONTON INDU,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.49836,.1,.1963,.79466,.03973,0,.83439,10/29/20
5051,W EDMONTON INDU,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.56836,.1,.1963,.86466,.04323,0,.90789,10/29/20
5051,W EDMONTON INDU,AB,DIESEL 2 ULSD (LED),.51622,.04,.2105,.76672,.03834,0,.80506,10/29/20
5200,RED DEER BP L&R,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.529,.04,.1205,.6895,.03448,0,.72398,10/29/20
5200,RED DEER BP L&R,AB,DIESEL 2 ULSD (LED),.529,.04,.2105,.7795,.03898,0,.81848,10/29/20
5200,RED DEER BP L&R,AB,ETHANOL UNLEADED PREMIUM (90 OR 91 OCTANE),.582,.1,.1963,.8783,.04392,0,.92222,10/29/20
5200,RED DEER BP L&R,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.582,.1,.1963,.8783,.04392,0,.92222,10/29/20
5200,RED DEER BP L&R,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.472,.1,.1963,.7683,.03842,0,.80672,10/29/20
5200,RED DEER BP L&R,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.512,.1,.1963,.8083,.04042,0,.84872,10/29/20
5200,RED DEER BP L&R,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.472,.1,.1063,.6783,.03392,0,.71222,10/29/20
5204,BLACKFALDS CL  ,AB,DIESEL 2 ULSD (LED),.529,.04,.2105,.7795,.03898,0,.81848,10/29/20
5204,BLACKFALDS CL  ,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.472,.1,.1963,.7683,.03842,0,.80672,10/29/20
5229,MED HAT HUSKY T,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.49591,.1,.1963,.79221,.03961,0,.83182,10/29/20
5229,MED HAT HUSKY T,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.60591,.1,.1963,.90221,.04511,0,.94732,10/29/20
5229,MED HAT HUSKY T,AB,UNLEADED MID GRADE (88 OR 89 OCTANE),.53591,.1,.1963,.83221,.04161,0,.87382,10/29/20
5229,MED HAT HUSKY T,AB,DIESEL 2 ULSD (LED),.564,.04,.2105,.8145,.04073,0,.85523,10/29/20
5299,LETHBRIDGE CL  ,AB,DIESEL 2 ULSD (LED),.562,.04,.2105,.8125,.04063,0,.85313,10/29/20
5299,LETHBRIDGE CL  ,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.562,.04,.1205,.7225,.03613,0,.75863,10/29/20
5299,LETHBRIDGE CL  ,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.497,.1,.1963,.7933,.03967,0,.83297,10/29/20
6711,RAINBOW LAKE CL,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.584,.1,.1963,.8803,.04402,0,.92432,10/29/20
6711,RAINBOW LAKE CL,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.544,.1,.1063,.7503,.03752,0,.78782,10/29/20
6711,RAINBOW LAKE CL,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.601,.04,.1205,.7615,.03808,0,.79958,10/29/20
6711,RAINBOW LAKE CL,AB,DIESEL 2 ULSD (LED),.601,.04,.2105,.8515,.04258,0,.89408,10/29/20
6711,RAINBOW LAKE CL,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.654,.1,.1963,.9503,.04752,0,.99782,10/29/20
6711,RAINBOW LAKE CL,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.544,.1,.1963,.8403,.04202,0,.88232,10/29/20
734,EDMONTON SE    ,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
734,EDMONTON SE    ,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.456,.1,.1963,.7523,.03762,0,.78992,10/29/20
734,EDMONTON SE    ,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.566,.1,.1963,.8623,.04312,0,.90542,10/29/20
734,EDMONTON SE    ,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.496,.1,.1963,.7923,.03962,0,.83192,10/29/20
734,EDMONTON SE    ,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.456,.1,.1063,.6623,.03312,0,.69542,10/29/20
734,EDMONTON SE    ,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.456,.1,.1963,.7523,.03762,0,.78992,10/29/20
734,EDMONTON SE    ,AB,ETHANOL UNLEADED PREMIUM (90 OR 91 OCTANE),.566,.1,.1963,.8623,.04312,0,.90542,10/29/20
734,EDMONTON SE    ,AB,UNLEADED MID GRADE (88 OR 89 OCTANE),.496,.1,.1963,.7923,.03962,0,.83192,10/29/20
734,EDMONTON SE    ,AB,DIESEL 2 ULSD (LED),.513,.04,.2105,.7635,.03818,0,.80168,10/29/20
734,EDMONTON SE    ,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.513,.04,.1205,.6735,.03368,0,.70718,10/29/20
7969,STRATHMORE HUSK,AB,DIESEL 2 ULSD (LED),.55278,.04,.2105,.80328,.04016,0,.84344,10/29/20
7969,STRATHMORE HUSK,AB,DIESEL EXHAUST FLUID PUMP,.76095,,0,.76095,.03805,0,.799,10/29/20
7969,STRATHMORE HUSK,AB,UNLEADED REGULAR (86 OR 87 OCTANE),.48624,.1,.1963,.78254,.03913,0,.82167,10/29/20
7969,STRATHMORE HUSK,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.59624,.1,.1963,.89254,.04463,0,.93717,10/29/20
7969,STRATHMORE HUSK,AB,UNLEADED MID GRADE (88 OR 89 OCTANE),.52624,.1,.1963,.82254,.04113,0,.86367,10/29/20
8842,VERMILLION CL  ,AB,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.46852,.1,.1063,.67482,.03374,0,.70856,10/29/20
8842,VERMILLION CL  ,AB,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.53227,.04,.1205,.69277,.03464,0,.72741,10/29/20
8842,VERMILLION CL  ,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.46852,.1,.1963,.76482,.03824,0,.80306,10/29/20
8842,VERMILLION CL  ,AB,DIESEL 2 ULSD (LED),.53227,.04,.2105,.78277,.03914,0,.82191,10/29/20
9058,WHITECOURT CL  ,AB,UNLEADED PREMIUM (90 OR 91 OCTANE),.58129,.1,.1963,.87759,.04388,0,.92147,10/29/20
9058,WHITECOURT CL  ,AB,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.51129,.1,.1963,.80759,.04038,0,.84797,10/29/20
9058,WHITECOURT CL  ,AB,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.47129,.1,.1963,.76759,.03838,0,.80597,10/29/20
9058,WHITECOURT CL  ,AB,DIESEL 2 ULSD (LED),.53153,.04,.2105,.78203,.0391,0,.82113,10/29/20
1125,CACHE CREEK HUS,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.57535,.1,.2339,.90925,.04546,0,.95471,10/29/20
1125,CACHE CREEK HUS,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.60406,.04,.1323,.77636,.03882,0,.81518,10/29/20
1125,CACHE CREEK HUS,BC,DIESEL 2 ULSD (LED),.60406,.04,.2523,.89636,.04482,0,.94118,10/29/20
1125,CACHE CREEK HUS,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.68535,.1,.2339,1.01925,.05096,0,1.07021,10/29/20
1125,CACHE CREEK HUS,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.61535,.1,.2339,.94925,.04746,0,.99671,10/29/20
1422,CHILLIWACK HUSK,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
1422,CHILLIWACK HUSK,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.66105,.1,.2339,.99495,.04975,0,1.0447,10/29/20
1422,CHILLIWACK HUSK,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.60605,.1,.2339,.93995,.047,0,.98695,10/29/20
1422,CHILLIWACK HUSK,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.53673,.04,.1323,.70903,.03545,0,.74448,10/29/20
1422,CHILLIWACK HUSK,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.71605,.1,.2339,1.04995,.0525,0,1.10245,10/29/20
1422,CHILLIWACK HUSK,BC,DIESEL 2 ULSD (LED),.53673,.04,.2523,.82903,.04145,0,.87048,10/29/20
1712,CRANBROOK HUSKY,BC,UNLEADED MID GRADE (88 OR 89 OCTANE),.54538,.1,.2339,.87928,.04396,0,.92324,10/29/20
1712,CRANBROOK HUSKY,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.61538,.1,.2339,.94928,.04746,0,.99674,10/29/20
1712,CRANBROOK HUSKY,BC,UNLEADED REGULAR (86 OR 87 OCTANE),.50538,.1,.2339,.83928,.04196,0,.88124,10/29/20
1712,CRANBROOK HUSKY,BC,DIESEL 2 ULSD (LED),.57499,.04,.2523,.86729,.04336,0,.91065,10/29/20
2203,PRINCETON HUSKY,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.69233,.1,.2339,1.02623,.05131,0,1.07754,10/29/20
2203,PRINCETON HUSKY,BC,DIESEL 2 ULSD (LED),.61229,.04,.2523,.90459,.04523,0,.94982,10/29/20
2203,PRINCETON HUSKY,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.61229,.04,.1323,.78459,.03923,0,.82382,10/29/20
2203,PRINCETON HUSKY,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.58233,.1,.2339,.91623,.04581,0,.96204,10/29/20
2203,PRINCETON HUSKY,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.62233,.1,.2339,.95623,.04781,0,1.00404,10/29/20
2335,SILVERCREEK TRA,BC,DIESEL EXHAUST FLUID PUMP,.71429,,0,.71429,.03571,.05,.8,10/29/20
2335,SILVERCREEK TRA,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.66315,.1,.2339,.99705,.04985,0,1.0469,10/29/20
2335,SILVERCREEK TRA,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.60815,.1,.2339,.94205,.0471,0,.98915,10/29/20
2335,SILVERCREEK TRA,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.71815,.1,.2339,1.05205,.0526,0,1.10465,10/29/20
2335,SILVERCREEK TRA,BC,DIESEL 2 ULSD (LED),.53912,.04,.2523,.83142,.04157,0,.87299,10/29/20
2709,150 MILE HOUSE ,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),-.02064,.1,.2339,.31326,.01566,0,.32892,10/29/20
2709,150 MILE HOUSE ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.6348,.04,.1323,.8071,.04036,0,.84746,10/29/20
2709,150 MILE HOUSE ,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.68836,.1,.1189,.90726,.04536,0,.95262,10/29/20
2709,150 MILE HOUSE ,BC,DIESEL 2 ULSD (LED),.6348,.04,.2523,.9271,.04636,0,.97346,10/29/20
2709,150 MILE HOUSE ,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.68836,.1,.2339,1.02226,.05111,0,1.07337,10/29/20
2709,150 MILE HOUSE ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.57836,.1,.2339,.91226,.04561,0,.95787,10/29/20
3055,FT ST. JOHN CL ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.6372,.04,.1323,.8095,.04048,0,.84998,10/29/20
3055,FT ST. JOHN CL ,BC,DIESEL 2 ULSD (LED),.6372,.04,.2523,.9295,.04648,0,.97598,10/29/20
3055,FT ST. JOHN CL ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.579,.1,.2339,.9129,.04565,0,.95855,10/29/20
3055,FT ST. JOHN CL ,BC,DIESEL EXHAUST FLUID PUMP,.88393,,0,.88393,.0442,.06187,.99,10/29/20
3146,FT NELSON BP   ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.58329,.04,.1323,.75559,.03778,0,.79337,10/29/20
3146,FT NELSON BP   ,BC,DIESEL 2 ULSD (LED),.58329,.04,.2523,.87559,.04378,0,.91937,10/29/20
3146,FT NELSON BP   ,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.679,.1,.2339,1.0129,.05065,0,1.06355,10/29/20
3146,FT NELSON BP   ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.569,.1,.2339,.9029,.04515,0,.94805,10/29/20
3146,FT NELSON BP   ,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.609,.1,.2339,.9429,.04715,0,.99005,10/29/20
3152,FT ST. JOHN BP ,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.689,.1,.2339,1.0229,.05115,0,1.07405,10/29/20
3152,FT ST. JOHN BP ,BC,DIESEL EXHAUST FLUID PUMP,.88393,,0,.88393,.0442,.06187,.99,10/29/20
3152,FT ST. JOHN BP ,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),-.02,.1,.2339,.3139,.0157,0,.3296,10/29/20
3152,FT ST. JOHN BP ,BC,UNLEADED REG W/ETHANOL 86/87 DYED (NON TAX),.579,.1,.1189,.7979,.0399,0,.8378,10/29/20
3152,FT ST. JOHN BP ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.579,.1,.2339,.9129,.04565,0,.95855,10/29/20
3152,FT ST. JOHN BP ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.6372,.04,.1323,.8095,.04048,0,.84998,10/29/20
3152,FT ST. JOHN BP ,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.689,.1,.1189,.9079,.0454,0,.9533,10/29/20
3152,FT ST. JOHN BP ,BC,DIESEL 2 ULSD (LED),.6372,.04,.2523,.9295,.04648,0,.97598,10/29/20
3155,FORT NELSON CL ,BC,DIESEL 2 ULSD (LED),.58445,.04,.2523,.87675,.04384,0,.92059,10/29/20
3155,FORT NELSON CL ,BC,UNLEADED PREMIUM 90/91 DYED (NON TAX),.67945,.1,.1189,.89835,.04492,0,.94327,10/29/20
3155,FORT NELSON CL ,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.67945,.1,.2339,1.01335,.05067,0,1.06402,10/29/20
3155,FORT NELSON CL ,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.56945,.1,.2339,.90335,.04517,0,.94852,10/29/20
3155,FORT NELSON CL ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.58445,.04,.1323,.75675,.03784,0,.79459,10/29/20
3155,FORT NELSON CL ,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3155,FORT NELSON CL ,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.60945,.1,.2339,.94335,.04717,0,.99052,10/29/20
3388,GOLDEN HUSKY TC,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.56277,.04,.1323,.73507,.03675,0,.77182,10/29/20
3388,GOLDEN HUSKY TC,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.49783,.1,.2339,.83173,.04159,0,.87332,10/29/20
3388,GOLDEN HUSKY TC,BC,DIESEL 2 ULSD (LED),.56277,.04,.2523,.85507,.04275,0,.89782,10/29/20
3388,GOLDEN HUSKY TC,BC,UNLEADED PREMIUM (90 OR 91 OCTANE),.60783,.1,.2339,.94173,.04709,0,.98882,10/29/20
3388,GOLDEN HUSKY TC,BC,ETHANOL UNLEADED MID GRADE (88 OR 89 OCTANE),.53783,.1,.2339,.87173,.04359,0,.91532,10/29/20
3610,SOUTH FRASER ES,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.60738,.1,.2339,.94128,.04706,0,.98834,10/29/20
3610,SOUTH FRASER ES,BC,DIESEL EXHAUST FLUID PUMP,.80268,,0,.80268,.04013,.05619,.899,10/29/20
3610,SOUTH FRASER ES,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.53638,.04,.1323,.70868,.03543,0,.74411,10/29/20
3610,SOUTH FRASER ES,BC,DIESEL 2 ULSD (LED),.53638,.04,.2523,.82868,.04143,0,.87011,10/29/20
3611,THEATRE RD ESSO,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3611,THEATRE RD ESSO,BC,DIESEL 2 ULSD (LED),.6015,.04,.2523,.8938,.04469,0,.93849,10/29/20
3611,THEATRE RD ESSO,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.6015,.04,.1323,.7738,.03869,0,.81249,10/29/20
3611,THEATRE RD ESSO,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.5365,.1,.2339,.8704,.04352,0,.91392,10/29/20
3612,WEST TCH ESSO C,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.602,.04,.1323,.7743,.03872,0,.81302,10/29/20
3612,WEST TCH ESSO C,BC,ETHANOL UNLEADED REGULAR (86 OR 87 OCTANE),.575,.1,.2339,.9089,.04545,0,.95435,10/29/20
3612,WEST TCH ESSO C,BC,DIESEL EXHAUST FLUID PUMP,.71339,,0,.71339,.03567,.04994,.799,10/29/20
3612,WEST TCH ESSO C,BC,DIESEL 2 ULSD (LED),.602,.04,.2523,.8943,.04472,0,.93902,10/29/20
3613,108 ST ESSO CL ,BC,DIESEL #2 ULTRA-LOW SULFUR - DYED (NON-TAXABLE),.5854,.04,.1323,.7577,.03789,0,.79559,10/29/20
3613,108 ST ESSO CL ,BC,DIESEL 2 ULSD (LED),.5854,.04,.2523,.8777,.04389,0,.92159,10/29/20
3613,108 ST ESSO CL ,BC,UNLEADED REGULAR (86 OR 87 OCTANE),.5272,.1,.2339,.8611,.04306,0,.90416,10/29/20
